Source,Steel type,Initial hardness (HRC) - post quenching,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering
"Grange and Baughman, 1956",AISI-SAE 4640,?,40,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,33.5
"Grange and Baughman, 1956",AISI-SAE 4640,?,120,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,43.3
"Grange and Baughman, 1956",AISI-SAE 4640,?,120,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,39.0
"Grange and Baughman, 1956",AISI-SAE 4640,?,120,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,35.8
"Grange and Baughman, 1956",AISI-SAE 4640,?,120,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,32.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,300,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,42.5
"Grange and Baughman, 1956",AISI-SAE 4640,?,300,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,38.5
"Grange and Baughman, 1956",AISI-SAE 4640,?,300,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,34.2
"Grange and Baughman, 1956",AISI-SAE 4640,?,300,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,30.7
"Grange and Baughman, 1956",AISI-SAE 4640,?,900,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,42.3
"Grange and Baughman, 1956",AISI-SAE 4640,?,900,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,37.1
"Grange and Baughman, 1956",AISI-SAE 4640,?,900,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,33.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,900,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,28.8
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,52.1
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,260,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,49.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,47.2
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,371.1,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,44.3
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,40.7
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,482.2,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,37.4
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,33.6
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,31.2
"Grange and Baughman, 1956",AISI-SAE 4640,?,3600,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,24.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,7200,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,51.8
"Grange and Baughman, 1956",AISI-SAE 4640,?,7200,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,46.5
"Grange and Baughman, 1956",AISI-SAE 4640,?,7200,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,39.7
"Grange and Baughman, 1956",AISI-SAE 4640,?,7200,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,33.0
"Grange and Baughman, 1956",AISI-SAE 4640,?,7200,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,21.6
"Grange and Baughman, 1956",AISI-SAE 4640,?,14400,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,51.4
"Grange and Baughman, 1956",AISI-SAE 4640,?,14400,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,46.2
"Grange and Baughman, 1956",AISI-SAE 4640,?,14400,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,39.5
"Grange and Baughman, 1956",AISI-SAE 4640,?,14400,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,32.7
"Grange and Baughman, 1956",AISI-SAE 4640,?,14400,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,20.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,28800,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,51.4
"Grange and Baughman, 1956",AISI-SAE 4640,?,28800,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,45.7
"Grange and Baughman, 1956",AISI-SAE 4640,?,28800,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,38.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,28800,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,32.2
"Grange and Baughman, 1956",AISI-SAE 4640,?,28800,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,18.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,57600,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,51.1
"Grange and Baughman, 1956",AISI-SAE 4640,?,57600,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,45.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,57600,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,38.7
"Grange and Baughman, 1956",AISI-SAE 4640,?,57600,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,31.6
"Grange and Baughman, 1956",AISI-SAE 4640,?,57600,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,17.1
"Grange and Baughman, 1956",AISI-SAE 4640,?,115200,204.4,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,50.6
"Grange and Baughman, 1956",AISI-SAE 4640,?,115200,315.6,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,45.4
"Grange and Baughman, 1956",AISI-SAE 4640,?,115200,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,38.6
"Grange and Baughman, 1956",AISI-SAE 4640,?,115200,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,30.9
"Grange and Baughman, 1956",AISI-SAE 4640,?,115200,648.9,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,15.9
"Grange and Baughman, 1956",AISI-SAE 5140,?,40,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,48.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,40,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,42.3
"Grange and Baughman, 1956",AISI-SAE 5140,?,40,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,39.7
"Grange and Baughman, 1956",AISI-SAE 5140,?,40,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,35.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,120,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,47.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,120,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,40.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,120,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,38.6
"Grange and Baughman, 1956",AISI-SAE 5140,?,120,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,34.8
"Grange and Baughman, 1956",AISI-SAE 5140,?,300,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,46.5
"Grange and Baughman, 1956",AISI-SAE 5140,?,300,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,39.3
"Grange and Baughman, 1956",AISI-SAE 5140,?,300,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,36.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,300,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,31.9
"Grange and Baughman, 1956",AISI-SAE 5140,?,900,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,45.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,900,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,38.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,900,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,34.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,900,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,30.9
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,55.1
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,260,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,51.8
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,49.6
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,371.1,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,48.3
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,44.1
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,482.2,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,39.5
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,35.1
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,593.3,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,31.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,3600,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,27.7
"Grange and Baughman, 1956",AISI-SAE 5140,?,7200,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,54.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,7200,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,49.6
"Grange and Baughman, 1956",AISI-SAE 5140,?,7200,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,43.0
"Grange and Baughman, 1956",AISI-SAE 5140,?,7200,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,33.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,7200,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,29.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,14400,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,53.8
"Grange and Baughman, 1956",AISI-SAE 5140,?,14400,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,49.3
"Grange and Baughman, 1956",AISI-SAE 5140,?,14400,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,42.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,14400,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,32.1
"Grange and Baughman, 1956",AISI-SAE 5140,?,14400,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,28.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,28800,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,53.5
"Grange and Baughman, 1956",AISI-SAE 5140,?,28800,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,49.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,28800,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,41.5
"Grange and Baughman, 1956",AISI-SAE 5140,?,28800,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,31.6
"Grange and Baughman, 1956",AISI-SAE 5140,?,28800,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,26.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,57600,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,53.4
"Grange and Baughman, 1956",AISI-SAE 5140,?,57600,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,49.1
"Grange and Baughman, 1956",AISI-SAE 5140,?,57600,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,41.1
"Grange and Baughman, 1956",AISI-SAE 5140,?,57600,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,30.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,57600,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,24.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,115200,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,52.8
"Grange and Baughman, 1956",AISI-SAE 5140,?,115200,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,49.0
"Grange and Baughman, 1956",AISI-SAE 5140,?,115200,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,40.8
"Grange and Baughman, 1956",AISI-SAE 5140,?,115200,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,29.2
"Grange and Baughman, 1956",AISI-SAE 5140,?,115200,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0,0,0,0,22.9
"Penha, 2010",AISI-SAE 5160,61.6,10,100,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,60.4
"Penha, 2010",AISI-SAE 5160,61.6,10,150,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,60.5
"Penha, 2010",AISI-SAE 5160,61.6,10,200,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,60.2
"Penha, 2010",AISI-SAE 5160,61.6,10,250,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,60.3
"Penha, 2010",AISI-SAE 5160,61.6,10,300,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,58.8
"Penha, 2010",AISI-SAE 5160,61.6,10,400,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,57.9
"Penha, 2010",AISI-SAE 5160,61.6,10,500,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,54.3
"Penha, 2010",AISI-SAE 5160,61.6,10,600,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,52.5
"Penha, 2010",AISI-SAE 5160,61.6,10,700,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,41.5
"Penha, 2010",AISI-SAE 5160,61.6,90,100,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,60.0
"Penha, 2010",AISI-SAE 5160,61.6,90,150,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,59.9
"Penha, 2010",AISI-SAE 5160,61.6,90,200,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,59.9
"Penha, 2010",AISI-SAE 5160,61.6,90,250,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,60.1
"Penha, 2010",AISI-SAE 5160,61.6,90,300,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,58.7
"Penha, 2010",AISI-SAE 5160,61.6,90,400,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,53.6
"Penha, 2010",AISI-SAE 5160,61.6,90,500,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,48.9
"Penha, 2010",AISI-SAE 5160,61.6,90,600,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,46.4
"Penha, 2010",AISI-SAE 5160,61.6,90,700,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,33.6
"Penha, 2010",AISI-SAE 5160,61.6,900,100,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,60.2
"Penha, 2010",AISI-SAE 5160,61.6,900,150,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,59.4
"Penha, 2010",AISI-SAE 5160,61.6,900,200,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,59.1
"Penha, 2010",AISI-SAE 5160,61.6,900,250,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,57.5
"Penha, 2010",AISI-SAE 5160,61.6,900,300,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,53.2
"Penha, 2010",AISI-SAE 5160,61.6,900,400,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,45.6
"Penha, 2010",AISI-SAE 5160,61.6,900,500,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,40.6
"Penha, 2010",AISI-SAE 5160,61.6,900,600,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,42.0
"Penha, 2010",AISI-SAE 5160,61.6,900,700,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,26.7
"Penha, 2010",AISI-SAE 5160,61.6,3600,250,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,52.2
"Penha, 2010",AISI-SAE 5160,61.6,3600,300,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,50.0
"Penha, 2010",AISI-SAE 5160,61.6,3600,400,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,43.7
"Penha, 2010",AISI-SAE 5160,61.6,3600,500,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,35.3
"Penha, 2010",AISI-SAE 5160,61.6,3600,600,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,27.7
"Penha, 2010",AISI-SAE 5160,61.6,3600,700,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,19.4
"Penha, 2010",AISI-SAE 5160,61.6,9000,100,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,59.1
"Penha, 2010",AISI-SAE 5160,61.6,9000,150,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,58.4
"Penha, 2010",AISI-SAE 5160,61.6,9000,200,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,55.2
"Penha, 2010",AISI-SAE 5160,61.6,9000,250,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,51.9
"Penha, 2010",AISI-SAE 5160,61.6,9000,300,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,44.1
"Penha, 2010",AISI-SAE 5160,61.6,9000,400,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,39.9
"Penha, 2010",AISI-SAE 5160,61.6,9000,500,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,33.8
"Penha, 2010",AISI-SAE 5160,61.6,9000,600,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,23.9
"Penha, 2010",AISI-SAE 5160,61.6,9000,700,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,18.3
"Penha, 2010",AISI-SAE 5160,61.6,86400,100,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,58.0
"Penha, 2010",AISI-SAE 5160,61.6,86400,150,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,56.4
"Penha, 2010",AISI-SAE 5160,61.6,86400,200,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,51.7
"Penha, 2010",AISI-SAE 5160,61.6,86400,250,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,46.0
"Penha, 2010",AISI-SAE 5160,61.6,86400,300,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,43.6
"Penha, 2010",AISI-SAE 5160,61.6,86400,400,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,39.6
"Penha, 2010",AISI-SAE 5160,61.6,86400,500,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,25.0
"Penha, 2010",AISI-SAE 5160,61.6,86400,600,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,20.9
"Penha, 2010",AISI-SAE 5160,61.6,86400,700,0.62,0.88,0.012,0.018,0.22,0,0.79,0,0,0,0,8.6
"Grange and Baughman, 1956",AISI-SAE 6145,?,40,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,49.1
"Grange and Baughman, 1956",AISI-SAE 6145,?,40,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,41.7
"Grange and Baughman, 1956",AISI-SAE 6145,?,40,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,40.1
"Grange and Baughman, 1956",AISI-SAE 6145,?,40,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,39.0
"Grange and Baughman, 1956",AISI-SAE 6145,?,120,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,48.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,120,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,40.8
"Grange and Baughman, 1956",AISI-SAE 6145,?,120,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,38.9
"Grange and Baughman, 1956",AISI-SAE 6145,?,120,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,38.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,300,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,47.6
"Grange and Baughman, 1956",AISI-SAE 6145,?,300,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,40.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,300,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,38.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,300,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,37.0
"Grange and Baughman, 1956",AISI-SAE 6145,?,900,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,46.1
"Grange and Baughman, 1956",AISI-SAE 6145,?,900,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,39.1
"Grange and Baughman, 1956",AISI-SAE 6145,?,900,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,36.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,900,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,35.8
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,54.9
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,260,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,51.9
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,50.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,371.1,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,48.5
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,45.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,482.2,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,41.1
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,38.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,36.2
"Grange and Baughman, 1956",AISI-SAE 6145,?,3600,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,30.3
"Grange and Baughman, 1956",AISI-SAE 6145,?,7200,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,54.3
"Grange and Baughman, 1956",AISI-SAE 6145,?,7200,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,50.0
"Grange and Baughman, 1956",AISI-SAE 6145,?,7200,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,44.0
"Grange and Baughman, 1956",AISI-SAE 6145,?,7200,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,36.9
"Grange and Baughman, 1956",AISI-SAE 6145,?,7200,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,27.0
"Grange and Baughman, 1956",AISI-SAE 6145,?,14400,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,53.5
"Grange and Baughman, 1956",AISI-SAE 6145,?,14400,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,49.8
"Grange and Baughman, 1956",AISI-SAE 6145,?,14400,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,43.6
"Grange and Baughman, 1956",AISI-SAE 6145,?,14400,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,35.9
"Grange and Baughman, 1956",AISI-SAE 6145,?,14400,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,25.5
"Grange and Baughman, 1956",AISI-SAE 6145,?,28800,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,53.4
"Grange and Baughman, 1956",AISI-SAE 6145,?,28800,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,49.5
"Grange and Baughman, 1956",AISI-SAE 6145,?,28800,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,42.8
"Grange and Baughman, 1956",AISI-SAE 6145,?,28800,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,36.0
"Grange and Baughman, 1956",AISI-SAE 6145,?,28800,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,23.8
"Grange and Baughman, 1956",AISI-SAE 6145,?,57600,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,53.4
"Grange and Baughman, 1956",AISI-SAE 6145,?,57600,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0,0.16,0,0,49.7
